0,1
英国夺金的希望主要寄托在两人身上，一个是去年世界短道速滑锦标赛三金得主爱丽丝·克里斯蒂，另外一个是上届的女子钢架雪车冠军利兹·亚诺德。,"The UK has pinned its hopes for the gold medal on two people - short track speed skater Elise Christie, a triple gold medalist at last year’s world championships, and Lizzy Yarnold, the previous skeleton Olympic champion."
地块设有中小套型要求，90平方米以下住房面积占宗地住宅开发建设总面积比例不低于60%。,There are requirements for small and medium-sized units for the site. The proportion of built-up gross floor area for the development of residential units 90 m2 and below should not be less than 60% at this site.
上个月，该公司同意将其在企鹅兰登书屋的股份出售给合作伙伴贝塔斯曼，并发表报告称上半年其基本销售额上浮 1%，增至 20.5 亿英镑，但表示今年前景不变。,"The company, which agreed to sell its stake in Penguin Random House to partner Bertelsmann last month, said its outlook for the year was unchanged after it reported a 1 per cent rise in underlying sales in the first half to 2.05 billion pounds."
该工厂有 500 多名员工，生产燕麦饼干 (Hobnobs) 、浓茶饼干 (Rich tea) 等产品。,"More than 500 people work at the plant, which produces Hobnobs and Rich Tea biscuits, among other products."
根据双方发布的共同声明，朝方将派遣高级别代表团和民族奥林匹克委员会代表团参加平昌冬奥会。,"According to the joint declaration issued by the two parties, North Korea will send a high-level delegation and the national Olympic Committee delegation to the PyeongChang Winter Olympics."
我们,"In just one week,"
发生枪击，造成三人死亡,"on the evening of November 1 local time, this morning Beijing time."
据《福布斯》报道，贾斯提斯在 2016 年被评选为该州唯一的亿万富翁。,"Justice, who is the only billionaire in the state, according to Forbes, was elected in 2016."
11月3日—6日，在第十六届中国西部国际博览会（以下简称“西博会”）第一阶段展览中，成都、南充、雅安等6个市州纷纷展示在先进制造业方面的发展成果，其中新能源汽车崭露锋芒，新品迭出，引起业界的广泛关注。,"In the Phase I exhibition of the 16th Western China International Fair (hereinafter referred to as “WCIF”), which was held between November 3 and 6, six cities and prefectures including Chengdu, Nanchong and Ya’an, exhibited their development achievements in the advanced manufacturing sector. Renewable energy vehicles shone in particular, with the launch of various new vehicles, attracting widespread attention in the industry."
最顶层的富豪们每年偷税约2000亿美元，而这常常以普通员工的利益为代价。,"The top-level richest people evade taxes of US$200 billion approximately every year, often at the expense of ordinary employees."
“我们的问题将在不久的将来通过法院解决”，科林写道。,"""Our matter will be resolved by the courts in the near future,"" Colin wrote."
黑人酷儿女性必须承受这一切。”,"Black queer women have to bear the brunt of it all."""
创作一部绘图小说：英格兰城堡的故事,Building a graphic novel: A Castle in England's story
由于密苏里州的歧视性政策和种族主义袭击，美国有色人种促进协会 (NAACP) 向准备前往密苏里州出游的有色人群发出旅行警告。,The National Association for the Advancement of Colored People has put out an alert for people of color traveling to Missouri because of the state's discriminatory policies and racist attacks.
浙江的众多风情旅游小镇都有深厚的文化资源，来自湖州市南浔的小镇代表董新建在现场为大家解读了国画南浔。,"Many scenic tourist towns in Zhejiang have deep cultural resources. Dong Xinjian, a town deputy from Nanxun, Huzhou, appeared in the site in person and interpreted Nanxun as a traditional Chinese painting."
“我们相信莱塞姆教授和受害者有一定关系，”古列尔米说。,"""We believe Professor Latham and the victim had a relationship,"" Guglielmi said."
旅游风情小镇之美，不仅源于烟雨迷蒙的小桥流水，也来自悠久文化传统；乡村振兴，源于文化自信。,"The beauty of the tourism style towns not only stems from the misty bridges and rivers, but also from a long history of cultural tradition; the revitalization of the country is due to cultural self-confidence."
随后政策加码，官方表示，“大学生可以低于市场价20%的价格买房”；,"After the policy was enhanced, officials stated that “university students are entitled to purchase residential property at a 20% discount to market price”."
用户只需要舒舒服服按动遥控器，就可以让77英寸屏幕的最佳视角随心而动，让它适合任意一个观赏场景。,"Simply press the remote control, and the best angle of the 77-inch screen will move as the user wishes, making it suitable for any viewing scene."
快递延误原因之一在于，受雾霾天气影响，多地实行交通管制，运力不足。,"The impact of haze is a reason for delays in express deliveries. Traffic restrictions are implemented in many locations, resulting in inadequate delivery capacity."
但是斯科特尼在肯特州贝乐河峡谷舒适的位置上目睹了 700 年的动荡历史，现在它则成为由杰米·罗德斯 (Jamie Rhodes) (一个对历史文件有特别爱好、留着拖把头的约克郡人) 所写图形小说的灵感来源。,"But Scotney has witnessed 700 years of tumultuous history from its cosy seat in Bewl River valley in Kent, now inspiration for a graphic novel written by Jamie Rhodes, a mop-haired Yorkshireman with a penchant for historical documents."
